concept_name,concept_namespace,dataset_name,study_name,variable_name
kitad0601b,k2id-soep,k2id_director,k2id-soep,kitad0601b
kitad0601c,k2id-soep,k2id_director,k2id-soep,kitad0601c
kitad0601d,k2id-soep,k2id_director,k2id-soep,kitad0601d
kitad0602a,k2id-soep,k2id_director,k2id-soep,kitad0602a
kitad0602b,k2id-soep,k2id_director,k2id-soep,kitad0602b
kitad0602c,k2id-soep,k2id_director,k2id-soep,kitad0602c
kitad0602d,k2id-soep,k2id_director,k2id-soep,kitad0602d
kitad0603a,k2id-soep,k2id_director,k2id-soep,kitad0603a
kitad0603b,k2id-soep,k2id_director,k2id-soep,kitad0603b
kitad0603c,k2id-soep,k2id_director,k2id-soep,kitad0603c
kitad0603d,k2id-soep,k2id_director,k2id-soep,kitad0603d
kitad0604a,k2id-soep,k2id_director,k2id-soep,kitad0604a
kitad0604b,k2id-soep,k2id_director,k2id-soep,kitad0604b
kitad0604c,k2id-soep,k2id_director,k2id-soep,kitad0604c
kitad0604d,k2id-soep,k2id_director,k2id-soep,kitad0604d
kitad0701,k2id-soep,k2id_director,k2id-soep,kitad0701
kitad0702,k2id-soep,k2id_director,k2id-soep,kitad0702
kitad0801,k2id-soep,k2id_director,k2id-soep,kitad0801
kitad0802,k2id-soep,k2id_director,k2id-soep,kitad0802
kitad0803,k2id-soep,k2id_director,k2id-soep,kitad0803
kitad0901,k2id-soep,k2id_director,k2id-soep,kitad0901
kitad0902,k2id-soep,k2id_director,k2id-soep,kitad0902
kitad0903,k2id-soep,k2id_director,k2id-soep,kitad0903
kitad0904,k2id-soep,k2id_director,k2id-soep,kitad0904
kitad0905,k2id-soep,k2id_director,k2id-soep,kitad0905
kitad0906,k2id-soep,k2id_director,k2id-soep,kitad0906
kitad0907,k2id-soep,k2id_director,k2id-soep,kitad0907
kitad0908,k2id-soep,k2id_director,k2id-soep,kitad0908
kitad0909,k2id-soep,k2id_director,k2id-soep,kitad0909
kitad0911,k2id-soep,k2id_director,k2id-soep,kitad0911
kitad10,k2id-soep,k2id_director,k2id-soep,kitad10
kitad1101,k2id-soep,k2id_director,k2id-soep,kitad1101
kitad1102,k2id-soep,k2id_director,k2id-soep,kitad1102
kitad1103,k2id-soep,k2id_director,k2id-soep,kitad1103
kitad1104,k2id-soep,k2id_director,k2id-soep,kitad1104
kitad1105,k2id-soep,k2id_director,k2id-soep,kitad1105
kitad1106,k2id-soep,k2id_director,k2id-soep,kitad1106
kitad1201,k2id-soep,k2id_director,k2id-soep,kitad1201
kitad1202,k2id-soep,k2id_director,k2id-soep,kitad1202
kitad1203,k2id-soep,k2id_director,k2id-soep,kitad1203
kitad1204,k2id-soep,k2id_director,k2id-soep,kitad1204
kitad1301,k2id-soep,k2id_director,k2id-soep,kitad1301
kitad1302,k2id-soep,k2id_director,k2id-soep,kitad1302
kitad1303,k2id-soep,k2id_director,k2id-soep,kitad1303
kitad1304,k2id-soep,k2id_director,k2id-soep,kitad1304
kitad1305,k2id-soep,k2id_director,k2id-soep,kitad1305
kitad1401,k2id-soep,k2id_director,k2id-soep,kitad1401
kitad1402,k2id-soep,k2id_director,k2id-soep,kitad1402
kitad1403,k2id-soep,k2id_director,k2id-soep,kitad1403
kitad15,k2id-soep,k2id_director,k2id-soep,kitad15
kitad1601,k2id-soep,k2id_director,k2id-soep,kitad1601
kitad1602,k2id-soep,k2id_director,k2id-soep,kitad1602
kitad1701,k2id-soep,k2id_director,k2id-soep,kitad1701
kitad1702,k2id-soep,k2id_director,k2id-soep,kitad1702
kitad1703,k2id-soep,k2id_director,k2id-soep,kitad1703
kitad1801,k2id-soep,k2id_director,k2id-soep,kitad1801
kitad1802,k2id-soep,k2id_director,k2id-soep,kitad1802
kitad1803,k2id-soep,k2id_director,k2id-soep,kitad1803
kitad1901,k2id-soep,k2id_director,k2id-soep,kitad1901
kitad1902,k2id-soep,k2id_director,k2id-soep,kitad1902
kitad1903,k2id-soep,k2id_director,k2id-soep,kitad1903
kitad1904,k2id-soep,k2id_director,k2id-soep,kitad1904
kitad2001,k2id-soep,k2id_director,k2id-soep,kitad2001
kitad2002,k2id-soep,k2id_director,k2id-soep,kitad2002
kitad2003,k2id-soep,k2id_director,k2id-soep,kitad2003
kitad2004,k2id-soep,k2id_director,k2id-soep,kitad2004
kitad2005,k2id-soep,k2id_director,k2id-soep,kitad2005
kitad2101,k2id-soep,k2id_director,k2id-soep,kitad2101
kitad2102,k2id-soep,k2id_director,k2id-soep,kitad2102
kitad2103,k2id-soep,k2id_director,k2id-soep,kitad2103
kitad2104,k2id-soep,k2id_director,k2id-soep,kitad2104
kitad2105,k2id-soep,k2id_director,k2id-soep,kitad2105
kitad2106,k2id-soep,k2id_director,k2id-soep,kitad2106
kitad2108,k2id-soep,k2id_director,k2id-soep,kitad2108
kitad2201,k2id-soep,k2id_director,k2id-soep,kitad2201
kitad2202,k2id-soep,k2id_director,k2id-soep,kitad2202
kitad2203,k2id-soep,k2id_director,k2id-soep,kitad2203
kitad2204,k2id-soep,k2id_director,k2id-soep,kitad2204
kitad2205,k2id-soep,k2id_director,k2id-soep,kitad2205
kitad2206,k2id-soep,k2id_director,k2id-soep,kitad2206
kitad2207,k2id-soep,k2id_director,k2id-soep,kitad2207
kitad2208,k2id-soep,k2id_director,k2id-soep,kitad2208
kitad2209,k2id-soep,k2id_director,k2id-soep,kitad2209
kitad2210,k2id-soep,k2id_director,k2id-soep,kitad2210
kitad2211,k2id-soep,k2id_director,k2id-soep,kitad2211
kitad2212,k2id-soep,k2id_director,k2id-soep,kitad2212
kitad23,k2id-soep,k2id_director,k2id-soep,kitad23
kitad24,k2id-soep,k2id_director,k2id-soep,kitad24
kitad2501,k2id-soep,k2id_director,k2id-soep,kitad2501
kitad2502,k2id-soep,k2id_director,k2id-soep,kitad2502
kitad2503,k2id-soep,k2id_director,k2id-soep,kitad2503
kitad2504,k2id-soep,k2id_director,k2id-soep,kitad2504
kitad2505,k2id-soep,k2id_director,k2id-soep,kitad2505
kitad2506,k2id-soep,k2id_director,k2id-soep,kitad2506
kitad2507,k2id-soep,k2id_director,k2id-soep,kitad2507
kitad2508,k2id-soep,k2id_director,k2id-soep,kitad2508
kitad2509,k2id-soep,k2id_director,k2id-soep,kitad2509
kitad2510,k2id-soep,k2id_director,k2id-soep,kitad2510
kitad2511,k2id-soep,k2id_director,k2id-soep,kitad2511
kitad2512,k2id-soep,k2id_director,k2id-soep,kitad2512
kitad2513,k2id-soep,k2id_director,k2id-soep,kitad2513
kitad2601a,k2id-soep,k2id_director,k2id-soep,kitad2601a
kitad2601b,k2id-soep,k2id_director,k2id-soep,kitad2601b
kitad2601c,k2id-soep,k2id_director,k2id-soep,kitad2601c
kitad2601d,k2id-soep,k2id_director,k2id-soep,kitad2601d
kitad2601e,k2id-soep,k2id_director,k2id-soep,kitad2601e
kitad2601f,k2id-soep,k2id_director,k2id-soep,kitad2601f
kitad2601g,k2id-soep,k2id_director,k2id-soep,kitad2601g
kitad2601h,k2id-soep,k2id_director,k2id-soep,kitad2601h
kitad2602a,k2id-soep,k2id_director,k2id-soep,kitad2602a
kitad2602b,k2id-soep,k2id_director,k2id-soep,kitad2602b
kitad2602c,k2id-soep,k2id_director,k2id-soep,kitad2602c
kitad2602d,k2id-soep,k2id_director,k2id-soep,kitad2602d
kitad2602e,k2id-soep,k2id_director,k2id-soep,kitad2602e
kitad2602f,k2id-soep,k2id_director,k2id-soep,kitad2602f
kitad2602g,k2id-soep,k2id_director,k2id-soep,kitad2602g
kitad2602h,k2id-soep,k2id_director,k2id-soep,kitad2602h
kitad2603a,k2id-soep,k2id_director,k2id-soep,kitad2603a
kitad2603b,k2id-soep,k2id_director,k2id-soep,kitad2603b
kitad2603c,k2id-soep,k2id_director,k2id-soep,kitad2603c
kitad2603d,k2id-soep,k2id_director,k2id-soep,kitad2603d
kitad2603e,k2id-soep,k2id_director,k2id-soep,kitad2603e
kitad2603f,k2id-soep,k2id_director,k2id-soep,kitad2603f
kitad2603g,k2id-soep,k2id_director,k2id-soep,kitad2603g
kitad2603h,k2id-soep,k2id_director,k2id-soep,kitad2603h
kitad2604a,k2id-soep,k2id_director,k2id-soep,kitad2604a
kitad2604b,k2id-soep,k2id_director,k2id-soep,kitad2604b
kitad2604c,k2id-soep,k2id_director,k2id-soep,kitad2604c
kitad2604d,k2id-soep,k2id_director,k2id-soep,kitad2604d
kitad2604e,k2id-soep,k2id_director,k2id-soep,kitad2604e
kitad2604f,k2id-soep,k2id_director,k2id-soep,kitad2604f
kitad2604g,k2id-soep,k2id_director,k2id-soep,kitad2604g
kitad2604h,k2id-soep,k2id_director,k2id-soep,kitad2604h
kitad2605a,k2id-soep,k2id_director,k2id-soep,kitad2605a
kitad2605b,k2id-soep,k2id_director,k2id-soep,kitad2605b
kitad2605c,k2id-soep,k2id_director,k2id-soep,kitad2605c
kitad2605d,k2id-soep,k2id_director,k2id-soep,kitad2605d
kitad2605e,k2id-soep,k2id_director,k2id-soep,kitad2605e
kitad2605f,k2id-soep,k2id_director,k2id-soep,kitad2605f
kitad2605g,k2id-soep,k2id_director,k2id-soep,kitad2605g
kitad2605h,k2id-soep,k2id_director,k2id-soep,kitad2605h
kitad2606a,k2id-soep,k2id_director,k2id-soep,kitad2606a
kitad2606b,k2id-soep,k2id_director,k2id-soep,kitad2606b
kitad2606c,k2id-soep,k2id_director,k2id-soep,kitad2606c
kitad2606d,k2id-soep,k2id_director,k2id-soep,kitad2606d
kitad2606e,k2id-soep,k2id_director,k2id-soep,kitad2606e
kitad2606f,k2id-soep,k2id_director,k2id-soep,kitad2606f
kitad2606g,k2id-soep,k2id_director,k2id-soep,kitad2606g
kitad2606h,k2id-soep,k2id_director,k2id-soep,kitad2606h
kitad2607a,k2id-soep,k2id_director,k2id-soep,kitad2607a
kitad2607b,k2id-soep,k2id_director,k2id-soep,kitad2607b
kitad2607c,k2id-soep,k2id_director,k2id-soep,kitad2607c
kitad2607d,k2id-soep,k2id_director,k2id-soep,kitad2607d
kitad2607e,k2id-soep,k2id_director,k2id-soep,kitad2607e
kitad2607f,k2id-soep,k2id_director,k2id-soep,kitad2607f
kitad2607g,k2id-soep,k2id_director,k2id-soep,kitad2607g
kitad2607h,k2id-soep,k2id_director,k2id-soep,kitad2607h
kitad27,k2id-soep,k2id_director,k2id-soep,kitad27
kitad2801,k2id-soep,k2id_director,k2id-soep,kitad2801
kitad2802,k2id-soep,k2id_director,k2id-soep,kitad2802
kitad2803,k2id-soep,k2id_director,k2id-soep,kitad2803
kitad2804,k2id-soep,k2id_director,k2id-soep,kitad2804
kitad2805,k2id-soep,k2id_director,k2id-soep,kitad2805
kitad2806,k2id-soep,k2id_director,k2id-soep,kitad2806
kitad2807,k2id-soep,k2id_director,k2id-soep,kitad2807
kitad2808,k2id-soep,k2id_director,k2id-soep,kitad2808
kitad2809,k2id-soep,k2id_director,k2id-soep,kitad2809
kitad2810,k2id-soep,k2id_director,k2id-soep,kitad2810
kitad2811,k2id-soep,k2id_director,k2id-soep,kitad2811
kitad2812,k2id-soep,k2id_director,k2id-soep,kitad2812
kitad2813,k2id-soep,k2id_director,k2id-soep,kitad2813
kitad2814,k2id-soep,k2id_director,k2id-soep,kitad2814
kitad2815,k2id-soep,k2id_director,k2id-soep,kitad2815
kitad2816,k2id-soep,k2id_director,k2id-soep,kitad2816
kitad2817,k2id-soep,k2id_director,k2id-soep,kitad2817
kitad2818,k2id-soep,k2id_director,k2id-soep,kitad2818
kitad2819,k2id-soep,k2id_director,k2id-soep,kitad2819
kitad2820,k2id-soep,k2id_director,k2id-soep,kitad2820
kitad2821,k2id-soep,k2id_director,k2id-soep,kitad2821
kitad29,k2id-soep,k2id_director,k2id-soep,kitad29
kitad3001,k2id-soep,k2id_director,k2id-soep,kitad3001
kitad3002,k2id-soep,k2id_director,k2id-soep,kitad3002
kitad3003,k2id-soep,k2id_director,k2id-soep,kitad3003
kitad3004,k2id-soep,k2id_director,k2id-soep,kitad3004
kitad3005,k2id-soep,k2id_director,k2id-soep,kitad3005
kitad3006,k2id-soep,k2id_director,k2id-soep,kitad3006
kitad3007,k2id-soep,k2id_director,k2id-soep,kitad3007
kitad3008,k2id-soep,k2id_director,k2id-soep,kitad3008
kitad3101,k2id-soep,k2id_director,k2id-soep,kitad3101
kitad3102,k2id-soep,k2id_director,k2id-soep,kitad3102
kitad3103,k2id-soep,k2id_director,k2id-soep,kitad3103
kitad3201a,k2id-soep,k2id_director,k2id-soep,kitad3201a
kitad3201b,k2id-soep,k2id_director,k2id-soep,kitad3201b
kitad3201c,k2id-soep,k2id_director,k2id-soep,kitad3201c
kitad3202a,k2id-soep,k2id_director,k2id-soep,kitad3202a
kitad3202b,k2id-soep,k2id_director,k2id-soep,kitad3202b
kitad3202c,k2id-soep,k2id_director,k2id-soep,kitad3202c
kitad3203a,k2id-soep,k2id_director,k2id-soep,kitad3203a
kitad3203b,k2id-soep,k2id_director,k2id-soep,kitad3203b
kitad3203c,k2id-soep,k2id_director,k2id-soep,kitad3203c
kitad3204a,k2id-soep,k2id_director,k2id-soep,kitad3204a
kitad3204b,k2id-soep,k2id_director,k2id-soep,kitad3204b
kitad3204c,k2id-soep,k2id_director,k2id-soep,kitad3204c
kitad3205a,k2id-soep,k2id_director,k2id-soep,kitad3205a
kitad3205b,k2id-soep,k2id_director,k2id-soep,kitad3205b
kitad3205c,k2id-soep,k2id_director,k2id-soep,kitad3205c
kitad3206a,k2id-soep,k2id_director,k2id-soep,kitad3206a
kitad3206b,k2id-soep,k2id_director,k2id-soep,kitad3206b
kitad3206c,k2id-soep,k2id_director,k2id-soep,kitad3206c
kitad3207a,k2id-soep,k2id_director,k2id-soep,kitad3207a
kitad3207b,k2id-soep,k2id_director,k2id-soep,kitad3207b
kitad3207c,k2id-soep,k2id_director,k2id-soep,kitad3207c
kitad3208a,k2id-soep,k2id_director,k2id-soep,kitad3208a
kitad3208b,k2id-soep,k2id_director,k2id-soep,kitad3208b
kitad3208c,k2id-soep,k2id_director,k2id-soep,kitad3208c
kitad3209a,k2id-soep,k2id_director,k2id-soep,kitad3209a
kitad3209b,k2id-soep,k2id_director,k2id-soep,kitad3209b
kitad3209c,k2id-soep,k2id_director,k2id-soep,kitad3209c
kitad3210a,k2id-soep,k2id_director,k2id-soep,kitad3210a
kitad3210b,k2id-soep,k2id_director,k2id-soep,kitad3210b
kitad3210c,k2id-soep,k2id_director,k2id-soep,kitad3210c
kitad3211a,k2id-soep,k2id_director,k2id-soep,kitad3211a
kitad3211b,k2id-soep,k2id_director,k2id-soep,kitad3211b
kitad3211c,k2id-soep,k2id_director,k2id-soep,kitad3211c
kitad3301,k2id-soep,k2id_director,k2id-soep,kitad3301
kitad3302,k2id-soep,k2id_director,k2id-soep,kitad3302
kitad34,k2id-soep,k2id_director,k2id-soep,kitad34
kitad35,k2id-soep,k2id_director,k2id-soep,kitad35
kitad36,k2id-soep,k2id_director,k2id-soep,kitad36
kitad37,k2id-soep,k2id_director,k2id-soep,kitad37
kitad38,k2id-soep,k2id_director,k2id-soep,kitad38
kitad3901,k2id-soep,k2id_director,k2id-soep,kitad3901
kitad3902,k2id-soep,k2id_director,k2id-soep,kitad3902
kitad40,k2id-soep,k2id_director,k2id-soep,kitad40
kitad41,k2id-soep,k2id_director,k2id-soep,kitad41
kitad4201,k2id-soep,k2id_director,k2id-soep,kitad4201
kitad4201a,k2id-soep,k2id_director,k2id-soep,kitad4201a
kitad4201b,k2id-soep,k2id_director,k2id-soep,kitad4201b
kitad4301a,k2id-soep,k2id_director,k2id-soep,kitad4301a
kitad4301b,k2id-soep,k2id_director,k2id-soep,kitad4301b
kitad4302a,k2id-soep,k2id_director,k2id-soep,kitad4302a
kitad4302b,k2id-soep,k2id_director,k2id-soep,kitad4302b
kitad4303a,k2id-soep,k2id_director,k2id-soep,kitad4303a
kitad4303b,k2id-soep,k2id_director,k2id-soep,kitad4303b
kitad4304a,k2id-soep,k2id_director,k2id-soep,kitad4304a
kitad4304b,k2id-soep,k2id_director,k2id-soep,kitad4304b
kitad4305a,k2id-soep,k2id_director,k2id-soep,kitad4305a
kitad4305b,k2id-soep,k2id_director,k2id-soep,kitad4305b
kitad4306a,k2id-soep,k2id_director,k2id-soep,kitad4306a
kitad4306b,k2id-soep,k2id_director,k2id-soep,kitad4306b
kitad4307a,k2id-soep,k2id_director,k2id-soep,kitad4307a
kitad4307b,k2id-soep,k2id_director,k2id-soep,kitad4307b
kitad4401,k2id-soep,k2id_director,k2id-soep,kitad4401
kitad4402,k2id-soep,k2id_director,k2id-soep,kitad4402
kitad4403,k2id-soep,k2id_director,k2id-soep,kitad4403
kitad45,k2id-soep,k2id_director,k2id-soep,kitad45
kitad46a,k2id-soep,k2id_director,k2id-soep,kitad46a
kitad46c,k2id-soep,k2id_director,k2id-soep,kitad46c
kitad46d,k2id-soep,k2id_director,k2id-soep,kitad46d
kitad4701,k2id-soep,k2id_director,k2id-soep,kitad4701
kitad4702,k2id-soep,k2id_director,k2id-soep,kitad4702
kitad48,k2id-soep,k2id_director,k2id-soep,kitad48
kitadfoc2,k2id-soep,k2id_director,k2id-soep,kitadfoc2
kitadfoc3,k2id-soep,k2id_director,k2id-soep,kitadfoc3
kitadfoc4,k2id-soep,k2id_director,k2id-soep,kitadfoc4
kitadfoc5,k2id-soep,k2id_director,k2id-soep,kitadfoc5
kitadfoc6,k2id-soep,k2id_director,k2id-soep,kitadfoc6
kitadfoc7,k2id-soep,k2id_director,k2id-soep,kitadfoc7
kitadfoc8,k2id-soep,k2id_director,k2id-soep,kitadfoc8
kitadfoc9,k2id-soep,k2id_director,k2id-soep,kitadfoc9
kitadfoc10,k2id-soep,k2id_director,k2id-soep,kitadfoc10
kitadfoc11,k2id-soep,k2id_director,k2id-soep,kitadfoc11
kitadcr1,k2id-soep,k2id_director,k2id-soep,kitadcr1
kitadcr2,k2id-soep,k2id_director,k2id-soep,kitadcr2
kitadcr3,k2id-soep,k2id_director,k2id-soep,kitadcr3
kitadcr4,k2id-soep,k2id_director,k2id-soep,kitadcr4
kitadcr5,k2id-soep,k2id_director,k2id-soep,kitadcr5
kitadcr6,k2id-soep,k2id_director,k2id-soep,kitadcr6
kitadcr7,k2id-soep,k2id_director,k2id-soep,kitadcr7
kitadcr8,k2id-soep,k2id_director,k2id-soep,kitadcr8
kitadcr9,k2id-soep,k2id_director,k2id-soep,kitadcr9
